期号,开奖时间,开奖结果,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,红球,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,绿球,,,,,,,,,,,
2008112,2008-09-24(三),,,,4,,,,,,,,,,,,,,18,,,,,,,,26,,,,,,32,33,,,,,,,5,,,8,,,,
2008113,2008-09-27(六),,,,,,,,,,,11,,,14,,,17,,19,,,22,,,,,,,,,,,,,,1,,,,,,,8,,,,
2008114,2008-09-29(一),,2,3,,,,,,,,,,,,,,,,,,,22,,,,,27,,,,31,,,,,,,,,,6,7,,,,,
2008115,2008-10-01(三),,,,,,,7,,9,,,,,,,,,,19,,21,,,,,,,,,,,,33,,,,,,,,,7,,,10,,
2008116,2008-10-04(六),,,,,,6,,8,,,,,,,15,,,,,,,,,24,,,,,,,31,,,,,1,,3,,,,,,,,,
2008117,2008-10-06(一),,,,,,,,,,,,,13,,,,,,,,,,23,24,25,,,,,30,,,,,,,2,,,,,,8,,,,
2008118,2008-10-08(三),,,,,,6,,,9,,,,,,,,,,19,,,,,,25,,,,,30,,,,,,,,,,,6,,,,,,12
2008119,2008-10-11(六),1,2,,,,,,,,10,,,,,,,,,19,,,,,,,,27,,,,,,,,,1,,,,,,,,,,11,
2008120,2008-10-13(一),,,,,,,,,,,,,,,,,,,,,21,,23,24,25,,,,,,,32,,,,,,3,4,,,,,,,,
2008121,2008-10-15(三),,,,,,,,,,,11,,,,,,,,,,,,23,24,,,,,,,,32,,,35,,,,4,,,,,,10,,
2008122,2008-10-18(六),,,3,,,6,,,,,,12,,,,,,,,20,,,,,,,,,29,,,,,,,,,,,,,,,9,,,12
2008123,2008-10-20(一),1,,,,,6,,,,,,12,,,,,,,,,,,,,,,,28,,,31,,,,,,,,,,,,8,9,,,
2008124,2008-10-22(三),,2,,,,,,,,10,,,13,,,,,,,,,,,,,,,,29,,,,33,,,,,,,,6,,,,10,,
2008125,2008-10-25(六),1,,,4,,,,,,,,,,,,,,,,,,,,,,,,28,,,,,33,34,,,,,,,6,,,,,11,
2008126,2008-10-27(一),,,,,,,,,9,,,,,,,,,,,,,,,,,,,,29,,,32,,34,35,1,,,,,,,8,,,,
2008127,2008-10-29(三),,,,,,,,8,,,,,,,,,,,,,21,22,,,,,,,,,31,,33,,,1,,,,,,7,,,,,
2008128,2008-11-01(六),,,,,,,,,,,,12,,,15,,,,,,,,23,24,25,,,,,,,,,,,,,,,,,,,,10,11,
2008129,2008-11-03(一),,,,,,,,,,,,,13,,,16,,,,20,,,,,25,,27,,,,,,,,,,,,4,5,,,,,,,
2008130,2008-11-05(三),,,3,,5,,,,,,,,,,,,,,,,,22,,,,,,,29,,,,,34,,,,,,,,7,,,,,12
2008131,2008-11-08(六),,,,,,,,8,9,,,12,,,,,,,,,21,,,,,,,,,,,32,,,,,,,,,,7,,,,11,
2008132,2008-11-10(一),,,,,,6,,,,,,,,14,,,,,,,,,,24,,,27,,29,,,,,,,,,,,5,,,,9,,,
2008133,2008-11-12(三),,,,,,,,,,10,,12,,,15,,,,,,,,,,,,,,,,,,33,,35,,,3,,,,,,9,,,
2008134,2008-11-15(六),,,,,,,,,,,11,,13,,15,,,,,,,,,,,,,28,,,,,,,35,,,,,,,,8,,10,,
2008135,2008-11-17(一),,,,,,,7,,,,,,,,,,,,,,,22,,,25,,,,29,,,,33,,,1,,,,,,,,,,,12
2008136,2008-11-19(三),,,3,,,,,,,,,,,,,,,,,,,,,,,,,28,29,,,32,,34,,1,,,,,6,,,,,,
2008137,2008-11-22(六),1,,,,,,,,,10,,,,,,,,,,,,,,,25,,,,,,,32,,,35,,,,,5,,,,9,,,
2008138,2008-11-24(一),,,,4,5,,,,,,,,,,,,,18,,,,22,,,,,,,,,,,,,35,,,,,,,7,8,,,,
2008139,2008-11-26(三),1,,,,,6,,,,10,,,,14,,,,,,,,22,,,,,,,,,,,,,,,,,,,6,,8,,,,
2008140,2008-11-29(六),,2,,,,,,,9,,11,,,,,,,,,,,,,,,,,,29,,,32,,,,,,,,,,,8,9,,,
2008141,2008-12-01(一),,,,,,,,,9,,,,,,15,,,18,,,,,,,,,,,,30,,,,34,,,,,4,5,,,,,,,
2008142,2008-12-03(三),,,,,,6,,,,,,,,,,,,18,,,21,,,,,,,,,30,,,,,35,,,,,,,,8,9,,,
2008143,2008-12-06(六),1,2,,,,,,,,,,,,,,,,,,,,22,,,,,,,29,,,32,,,,1,,,4,,,,,,,,
2008144,2008-12-08(一),,,,,,,,,,10,,,,,,,,,19,,,,,,,,27,28,,,,,33,,,,,,,5,,,,,,,12
2008145,2008-12-10(三),,,,,5,,,,,,,,,,,16,,,,,,,,,,,27,,29,30,,,,,,,,,,5,,,,,,11,
2008146,2008-12-13(六),,,,,,,,,9,,,,,,,,,,,,,,23,24,,26,,,,,,,33,,,,,,,,,7,,,,,12
2008147,2008-12-15(一),,,,,,,,,,,,,,,,16,,18,19,,,,,24,,,,,,,,,,,35,,,,,,,,,,,11,12
2008148,2008-12-17(三),,,3,,,,7,,,,,,,,,,,,,20,,,,,,,,,,,,,33,,35,,,,4,,,7,,,,,
2008149,2008-12-20(六),,2,,,5,6,,,,,,,,,,,,,,,,,,,,,27,,29,,,,,,,,,3,4,,,,,,,,
2008150,2008-12-22(一),1,,,,,,,,9,10,,,,,15,,,,,,,,,,25,,,,,,,,,,,,,3,,,,,8,,,,
2008151,2008-12-24(三),,,,,,,7,,,10,,,,,,,,,,,,,,,,,27,,,,31,,,34,,,,,,,,,8,9,,,
2008152,2008-12-27(六),,,3,,5,,,,,,,,,14,,,,,,20,,,,,,,,,,,,,33,,,,,,,,,7,,,,11,
2008153,2008-12-29(一),,2,,4,,6,,,,,,,,,,,,,,,,,,,25,26,,,,,,,,,,,2,,,5,,,,,,,
2008154,2008-12-31(三),,,,,5,,7,,,10,,,,,,,,,,,,,,,,,,,29,,,32,,,,,,,4,,6,,,,,,
2009001,2009-01-03(六),1,,,,,,,,,,,,,,15,,,,,,,,23,,,,27,,,30,,,,,,,,,4,,,,,,10,,
2009002,2009-01-05(一),1,,,4,,,7,,,,,12,,,,,,,,,,,,,,,,,,30,,,,,,,,,,5,,,,,10,,
2009003,2009-01-07(三),,,,,,,,,,,,,,,,16,,18,,,,,23,,,,,,,30,,32,,,,,2,,,,,,,,,11,
2009004,2009-01-10(六),1,,3,,,,,,,,,,,,,,,,,,,22,,,,,,,,,,32,,,35,,,,,,6,,,,10,,
2009005,2009-01-12(一),,,,,,,,,,10,11,,,,15,,,,,,,,,,,,,,,,31,32,,,,,,,,5,,,8,,,,
2009006,2009-01-14(三),,2,,4,,,,,,,,,,,,,,,,,,22,,,,,,,,,31,,,,35,,,,,,,,,9,,,12
2009007,2009-01-17(六),,,,,,6,,,,,,,,14,15,,,,,,,,,,,,,,29,,,,,,35,,,,,,6,,,,,11,
2009008,2009-01-19(一),,,,4,,,,,,,,,,,,,17,,,,21,,,,,,,,29,,31,,,,,,2,,,,,,,,,,12
2009009,2009-01-21(三),,,,,,,,,,,,12,,,,,,18,,,,,23,,,26,,,,,,32,,,,,,,,,6,,,9,,,
2009010,2009-01-24(六),,2,,,,,,,9,,,12,,,,,,,,,21,,,,,,,,29,,,,,,,,,,,,,7,,,,11,
2009011,2009-02-02(一),,2,,,,,,,,,11,,13,14,,,,,,,21,,,,,,,,,,,,,,,,2,,4,,,,,,,,
2009012,2009-02-04(三),,2,,,5,,,,,,,,,,,,,,,20,,,,,25,,,,,,31,,,,,,,,,,,,,,10,,12
2009013,2009-02-07(六),,,,,5,,,,,,,,,,,,,,,,,,,24,,26,,,,30,,,,,35,,,,,5,,,,,,,12
2009014,2009-02-09(一),,,,,,,,8,,,,,,14,15,,,,,,,,,,25,26,,,,,,,,,,,,,,,,7,,9,,,
2009015,2009-02-11(三),1,,,,5,,,,,10,,,,,,16,,,,,,,,,,,27,,,,,,,,,,,3,4,,,,,,,,
2009016,2009-02-14(六),,,,,,,,,,10,11,,,,,,,,,20,,,,,,26,27,,,,,,,,,,,,,,,,,9,,11,
2009017,2009-02-16(一),,,,,5,,,,,,11,,,,,,,,,,,,23,,,26,,,,,,,33,,,,,,4,,,,,,,,12
2009018,2009-02-18(三),1,,,,,6,,,,,,,13,,,,,,,,,,,,,,,28,29,,,,,,,,,3,,,,,,9,,,
2009019,2009-02-21(六),,,,4,,,,,,,,,,,,,,,,,,,,,,,,,29,,31,32,,,35,,,,4,,,,,,10,,
2009020,2009-02-23(一),,,,,5,,,,,,,,,,,16,,18,,,,,,,,,,,,,,32,,,35,,2,,,,,,,,,11,
2009021,2009-02-25(三),1,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,31,32,,34,,,,3,,,,,8,,,,
2009022,2009-02-28(六),,,,,,,,,,,,12,,14,,,17,,,,,,,,,,,,,,,,,34,35,,,,4,,,,,,,11,
2009023,2009-03-02(一),,,,,,,,,,,,,,,15,,17,,,,21,,,,,,27,,,,,,33,,,,,,,,,7,,,,11,
2009024,2009-03-04(三),,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,,31,32,33,,35,,,,,,,,,,10,11,
2009025,2009-03-07(六),,,3,,,,,,,,,,,,,,17,,,,,22,23,,,,,,,,,,33,,,,,,4,,,,,,10,,
2009026,2009-03-09(一),,,,,,,,,,,,,,,,,,,,,,,,24,,,,,,30,31,32,,34,,,,,,,,,,,10,,12
2009027,2009-03-11(三),,,3,,,,,,,,,,,,,,,,,,,22,,,,26,,,,,,,33,34,,,,,,,,,,9,10,,
2009028,2009-03-14(六),,,,,,6,,,,,,,,,,,,,,20,,,,,,,,,,30,,32,,,35,,,,,,,,,9,,11,
2009029,2009-03-16(一),,,3,4,,,,,,,,,13,,,,17,,,,,,,24,,,,,,,,,,,,,,,4,,,,,,,11,
2009030,2009-03-18(三),1,,,,,,7,,,,,,,,,,,,,,,,,,,,27,,,30,,32,,,,1,,,4,,,,,,,,
2009031,2009-03-21(六),,,,,,,7,,,,11,,,,,,,,19,,21,22,,,,,,,,,,,,,,1,,,,,,,,,,11,
2009032,2009-03-23(一),,,,4,,,,,,,,12,,,,,,,,20,,,,,,26,,,29,,,,,,,,,,,,6,,,,10,,
2009033,2009-03-25(三),,2,,,,,,8,,,,,,,,,,18,,,21,,,,,,,,,,,32,,,,,,,,,,,8,,,11,
2009034,2009-03-28(六),,,,,5,,,,,,,,,,,,,,19,,,,,,,,,,,,31,32,,,35,,,,4,,,,,9,,,
2009035,2009-03-30(一),,,3,,,,7,,9,,,,,,,,,,,,,,,,,,,28,,,,,33,,,,,3,,,,,8,,,,
2009036,2009-04-01(三),,2,,,,,,,,,,12,,,,,,,,,,,,,,26,,,,,31,,33,,,,,,,,,,,9,10,,
2009037,2009-04-04(六),,,,,,,,,,,,,,,,,17,18,19,,,,,,25,,,,,,31,,,,,1,,,,,,,,,,11,
2009038,2009-04-06(一),,,,,,6,,,,,,,,,,,17,,,20,,,,,,,,,29,,,32,,,,,,,4,5,,,,,,,
2009039,2009-04-08(三),1,,3,,,,7,,,10,,,,,,,,,,,,,,,,,,,,,,,33,,,,,3,4,,,,,,,,
2009040,2009-04-11(六),,,3,,,,,,,,,,,,,16,,,,,,,,,,,,,,30,,32,33,,,1,,,,,,,,,10,,
2009041,2009-04-13(一),,,,,5,,,,9,,,,,,,,,,,20,,,23,,,,,,29,,,,,,,,,,4,,,,,,10,,
2009042,2009-04-15(三),,,,,,,,,,,11,,,,,,,,,,,,,24,25,26,,,,,31,,,,,,2,,,,,7,,,,,
2009043,2009-04-18(六),,,,,5,,,,,,,,,,,,,,,,21,22,,,,,,,,,,32,,,35,,2,,,5,,,,,,,
2009044,2009-04-20(一),1,,,,,,7,,,,,,,,,,,18,,,,,,,,,,,29,,,,,34,,,,3,,,,,,9,,,
2009045,2009-04-22(三),1,,,,,,,,9,,,,,14,,,,,,,,,,24,,,,,,,,,,,35,,,,,,6,,,9,,,
2009046,2009-04-25(六),1,,,,,,,,9,,,,,,,,,,,,,,,24,,,,,,,,,,34,35,,,,4,,,,,9,,,
2009047,2009-04-27(一),,,,,,,,,,,,,13,,,,,18,,,21,,,24,,,,,29,,,,,,,,,3,,,6,,,,,,
2009048,2009-04-29(三),,,,,5,6,,,,,,,,,,,,,,,,22,,,25,,27,,,,,,,,,,,,,,,,,,,11,12
2009049,2009-05-02(六),,,,,5,,,,,,,,,,,16,,,,,,,,,,,,28,29,,,,,34,,,,,,,,,,,,11,12
2009050,2009-05-04(一),,,,,5,,,,,,,,,,15,,,,,,,,,,,,,28,,,,32,33,,,,,,,,,,8,9,,,
2009051,2009-05-06(三),,,3,,,,,,,,11,,,,,,,,,,,22,,,,26,,,29,,,,,,,,,,,5,,,,,,,12
2009052,2009-05-09(六),,,,,,,,,,,,,,,,,,,,,,,23,24,,,,,,30,,,,34,35,1,,3,,,,,,,,,
2009053,2009-05-11(一),,,,,5,,,,9,,,,,,,,,,,,,,,24,,,,,,,31,,33,,,,,,,5,6,,,,,,
2009054,2009-05-13(三),,2,,,,,,,,,,12,,,,,,,19,,,,,,,,,,29,30,,,,,,,,,,,,7,,,,,12
2009055,2009-05-16(六),,,,,5,,,8,,,,,,14,,,,,,,,,23,24,,,,,,,,,,,,,,,,5,6,,,,,,
2009056,2009-05-18(一),,,,4,,,,,,,,,13,,,,17,,,,,,,,,,,,,,,32,,,35,,,3,,,6,,,,,,
2009057,2009-05-20(三),,,,,,6,,,,,,,,,15,,,,,,,22,,,,,27,,,30,,,,,,,2,,,,,,,9,,,
2009058,2009-05-23(六),,,,,,,,8,,10,,,,14,,,,,,,,,,,,,27,,,,,32,,,,,2,,,,,7,,,,,
2009059,2009-05-25(一),,2,,,,,,,,,,,13,14,,,,,,,,,,,,,,,29,,,,33,,,,,,4,,,,,,,11,
2009060,2009-05-27(三),,,,,,,,,,,,,,,,,,18,,,,,,,,,,28,29,30,31,,,,,,,,4,,,,8,,,,
2009061,2009-05-30(六),,2,,,,,,,,10,,,,,,,,,,,21,,,,,26,,,,,,,,34,,,2,,,,,,,,10,,
2009062,2009-06-01(一),,,,4,,,,,,,,,,,,,,,,,,22,23,,,,,,29,,31,,,,,,,,,5,,,,,,11,
2009063,2009-06-03(三),,,,,5,6,,,,,,,,,,,,18,,,21,22,,,,,,,,,,,,,,1,,,,,,7,,,,,
2009064,2009-06-06(六),,,,,,6,,,,10,11,,,,,,17,,,,,,,,,,,,,,,,,34,,,,,,,,,,,,11,12
2009065,2009-06-08(一),1,,,,,,,,,,,12,,,,,,,,,,,,24,,,27,,,,,32,,,,,2,,,,,,,,,11,
2009066,2009-06-10(三),1,,,,,,,8,,,,,,,,,,,19,,,,,24,,,,,,,31,,,,,,,,,,6,,,,,,12
2009067,2009-06-13(六),,,3,,,6,,,,,,,,,,,,,,,,,,,25,,,28,,,,32,,,,,2,,,5,,,,,,,
2009068,2009-06-15(一),,2,,,,,,,,,,12,,,15,,,,,20,,,,,,,,28,,,,,,,,1,,,,,,,,,,,12
2009069,2009-06-17(三),,,,,,,,,,,,,,14,,16,,,,,,,,,,,27,,,30,,,33,,,,,,,,,,8,,,,12
2009070,2009-06-20(六),,,,,,,,,,10,,,,,,,,,,,21,,,24,,,,,,30,31,,,,,,,3,,,,,,,10,,
2009071,2009-06-22(一),,,,4,,,,,,,,,,,,,,,,20,,,,,,,,,29,30,,,33,,,,2,,,,,,,,,11,
2009072,2009-06-24(三),,,,,,,,,,,,,,,,,,,,,,,23,,,26,,,29,,,32,33,,,,,,,5,,,,,10,,
2009073,2009-06-27(六),1,,,,,,,,,10,,,,,,,,,19,,21,,,,,,,,,30,,,,,,1,,,4,,,,,,,,
2009074,2009-06-29(一),,,,,,,,,,,,,,,15,,17,,19,,,,23,,,,,,,,,32,,,,1,,,,,,,,,,11,
2009075,2009-07-01(三),1,,,,,,7,,,,11,,,,,,,,,,,,,,,,,,,,,32,33,,,,,,,,,,,9,,11,
2009076,2009-07-04(六),,,3,,,,,,9,,11,,,,,,,18,,,,,,24,,,,,,,,,,,,,,,4,5,,,,,,,
2009077,2009-07-06(一),,,,,,,7,,,,,,,,,,,,,20,,,,,,,,28,,,,32,,34,,,,,,,6,,8,,,,
2009078,2009-07-08(三),,,,,,,,,,,11,,,,,,,,,,,,23,,,26,,,,,31,,,34,,,,,,5,,,,,,11,
2009079,2009-07-11(六),1,2,,,,,7,,,,,,13,,,,,,,,,,,,,,,,,,,,,34,,,,,4,,,,,,10,,
2009080,2009-07-13(一),,,,,,,7,,,,,,,,,16,,,19,,,,,,,,,,29,,,,,,35,,2,,,,,,,,,11,
2009081,2009-07-15(三),,2,,,,,,,,,,,,,15,,,,,20,,,,,25,,,,,,,,33,,,,,3,,,6,,,,,,
2009082,2009-07-18(六),,,,,5,,,,,,11,,,,,,,,,,,,,,,26,,,29,,,32,,,,,,,,,,,8,,,11,
2009083,2009-07-20(一),,2,,,5,,,,,,,,,,,,,,,,,,,,,,,28,,,,,,34,35,1,,,,,,7,,,,,
2009084,2009-07-22(三),,,,,5,,,,9,,,,,,,,,,19,,,,,,,26,,,,,,,,,35,,2,,,,,,,,10,,
2009085,2009-07-25(六),,,,,,6,,,,,,,13,,,,,,,,,,,,,,27,,,,,,33,34,,,,,,,,,,9,,,12
2009086,2009-07-27(一),1,2,,,,,7,,,,,,,,,,,,,,,,,,,26,,,29,,,,,,,,,,,,,,,,10,,12
2009087,2009-07-29(三),,,,,,,,,,10,,,,,,,,,,,,,,24,,,,28,,30,,,33,,,1,,,,,,,,,10,,
2009088,2009-08-01(六),,,,,,,,,,,,,13,,,16,,,,,,,,,,,27,,,,,32,,34,,,,3,,,,,,9,,,
2009089,2009-08-03(一),,,3,,,6,,,,,11,,,,,,,,19,,,,,,,,27,,,,,,,,,,2,,,,,7,,,,,
2009090,2009-08-05(三),,,,,,,,,,,,,,,,,,18,,,,,,,25,,,,,30,,,33,34,,,,,4,,,,,,10,,
2009091,2009-08-08(六),1,,,,5,,,,,,,,,,,,17,,,,,,,,,,,,,,,32,,34,,,,3,,,,7,,,,,
2009092,2009-08-10(一),,,,,,,,,,10,,,,,,,,,,,21,22,,,,,27,,29,,,,,,,,,,,,,,8,,,,12
2009093,2009-08-12(三),,,,,,,7,,9,,,,,,,,,,,,,22,,,,,,,,30,,,33,,,,,,,,,,,9,,11,
2009094,2009-08-15(六),1,,,,5,,,,,,,,,,,,,,,,21,,23,,,,,,29,,,,,,,,,,,5,,,,,,,12
2009095,2009-08-17(一),,,,,,,,8,,,,,,,,,,18,,,,,,24,,,,,,30,,,33,,,1,,,,,6,,,,,,
2009096,2009-08-19(三),,,,,,,7,,,,,12,,,,,,,,,,,,,,,,28,,,,32,33,,,1,,3,,,,,,,,,
2009097,2009-08-22(六),,,,,,6,,,,,,,13,14,,,,,,,,22,,,25,,,,,,,,,,,1,,,4,,,,,,,,
2009098,2009-08-24(一),,,,,,,,,,,11,,,,,,17,,19,,,,,,25,26,,,,,,,,,,,2,,,,,,,,10,,
2009099,2009-08-26(三),,,3,,,,,,9,,,,,,,,,,,,21,,23,,,,,,,,,,33,,,,,,,,6,,,,10,,
2009100,2009-08-29(六),,,,,,,,,,,,,,,,16,,,,20,,,,,25,,,,29,,,,33,,,1,,,,,,,8,,,,
2009101,2009-08-31(一),,2,,,,,,,,10,,,,14,,,,,,,,22,,,,26,,,,,,,,,,,,,4,,,,,9,,,
2009102,2009-09-02(三),,,,,,,,,,,11,,13,,,,,,,,,,,,,,,,29,,,32,,,35,,,,,,,,,,10,,12
2009103,2009-09-05(六),,,,,,,,,,,,,,,,16,,,,20,,,,,,,,28,,,,32,33,,,1,2,,,,,,,,,,
2009104,2009-09-07(一),,,,,,,,,,,,,,,15,,,,,,,,,,25,,,,29,,,32,33,,,,,,,,,,,,10,11,
2009105,2009-09-09(三),1,,,,,,,,,,,,,,,,,,,,,,,,25,26,,,,,,,,34,35,,,,,,6,,,,,11,
2009106,2009-09-12(六),,,,,,,,,,,11,,,,,,,,,,21,22,,,25,,,,,,,,,34,,,,,,,6,,,9,,,
2009107,2009-09-14(一),,,,,,,,,,,11,12,,,,,,,,,,,,,,,,,,,,,33,34,35,1,,,,,,,,,10,,
2009108,2009-09-16(三),1,,,,,,,,9,,,,,14,,,,,,,,,,,,,,,29,30,,,,,,,,,,,,7,,,10,,
2009109,2009-09-19(六),,2,,,,,,,,,11,,13,,,,,,,,,,,,,26,,,,,,,,,35,,,,,,6,,,,10,,
2009110,2009-09-21(一),,,,,,,,,,,,,,,,,,,,,,22,,,,,,28,,30,31,,,34,,,,,,,,7,,9,,,
2009111,2009-09-23(三),,,,4,,,,,,,11,,13,,,,,,19,,,,,,,,,,,,,,,,35,,,,,,,,,,10,,12
2009112,2009-09-26(六),,2,,,,,,8,,,,12,,,,,,,,,,,,,,,,,,,,,,34,35,,,,4,5,,,,,,,
2009113,2009-09-28(一),,,3,4,,,,,,10,,,,,,,,18,,,,,,,,,27,,,,,,,,,,,,,,6,,8,,,,
2009114,2009-09-30(三),,2,,,,,,8,,,,,,,,,,,,,,,,,25,,,,29,,,,33,,,,,3,,,,7,,,,,
2009115,2009-10-03(六),1,2,,,,6,,8,,,,,,,,,,,,,,,,,,26,,,,,,,,,,,,,,5,,,,,,,12
2009116,2009-10-05(一),,,,,,,,,,,,12,,,15,,,,,,,,23,,,,,,,30,,,33,,,,,,,,,,,9,,,12
2009117,2009-10-07(三),,,,,,,7,,,,,,,,,,,,,,21,,,,,,,,29,,31,,33,,,,,,,,,,,9,10,,
2009118,2009-10-10(六),,,,,,,,,,10,,,,,,,17,18,,,21,,,,,,,,,,,,,34,,,,,,5,,,,,,11,
2009119,2009-10-12(一),,,3,,,,,,,,,12,,,,,,,,,,22,23,,,,,28,,,,,,,,,,,4,,,,,,,,12
2009120,2009-10-14(三),,,,,,,,,,,11,,,,,,,,,,,,23,,,,27,28,,,,32,,,,,2,,,5,,,,,,,
2009121,2009-10-17(六),,,,4,5,,,8,,,11,,,,,,,,,,,22,,,,,,,,,,,,,,,2,,,,,,,,10,,
2009122,2009-10-19(一),1,2,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,31,,33,,,,,,,5,6,,,,,,
2009123,2009-10-21(三),,,,,,,,,,10,,,,,,,,,,,21,,,,,,,28,29,,,32,,,,,,,,,6,,,,10,,
2009124,2009-10-24(六),1,,3,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,32,,,35,,,,,,,7,,,,11,
2009125,2009-10-26(一),,,,,,,,8,,,,,,,,,,,,20,,,23,,,,,,29,,31,,,,,,2,,,,,,,,,11,
2009126,2009-10-28(三),,,,,,,,,,,,,,14,,,,,,,,,23,,,,27,28,,,,,33,,,,,,,,,,8,,,,12
2009127,2009-10-31(六),,,,,5,,,,9,,,,,,,,,,,,,,,,,,27,,,,,32,,34,,,,,,5,,,8,,,,
2009128,2009-11-02(一),,,,,,6,,,,,,,,,,,,,,,21,,,,,,,28,,,,32,,34,,,,,4,,,7,,,,,
2009129,2009-11-04(三),,2,,,,,,,,10,,,,,,,,18,,,,,,,,,,,,,,32,33,,,,,3,,,,,8,,,,
2009130,2009-11-07(六),,,,,,,,,9,,,,,14,,,,,,,,,,,25,,,,,,,32,,34,,,2,,,,,,8,,,,
2009131,2009-11-09(一),,2,3,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,33,34,,,,3,,,,,,,,11,
2009132,2009-11-11(三),,2,,,,,,,,10,,12,,,15,,,,,,,,,,,,,28,,,,,,,,,,,4,,,7,,,,,
2009133,2009-11-14(六),1,,,,,,,8,,,,,,,,,,,,,,,,24,,,27,,,,,,,34,,,,,,,,,,,10,11,
2009134,2009-11-16(一),,2,,,,,,,,,,,,,,16,,,19,,,,,,,,,28,,,,,33,,,,,,,,,7,,,,11,
2009135,2009-11-18(三),,,,,,6,,8,,,,,,,15,,,,,20,,,,,,,,,,,,32,,,,,,,,5,6,,,,,,
2009136,2009-11-21(六),,,,,,,7,,,,,,13,,,,,,,,,,23,24,,,,,29,,,,,,,,,,,,6,,,,10,,
2009137,2009-11-23(一),,,,,,,,,,,,12,,,,,,,,,,,,,,,,28,29,30,,,,34,,1,,,,,,,,9,,,
2009138,2009-11-25(三),,,3,4,,,,,,,,,,14,,,,,,,,,,,,,,28,,,,32,,,,,,,,,,,,9,10,,
2009139,2009-11-28(六),,,,,,,,,,,,,,14,,16,,,,20,,22,,,,,,,,,,32,,,,,,,,5,,,,9,,,
2009140,2009-11-30(一),,,,,,,7,8,,,,,,,,,,,19,,,,,,,26,,,,30,,,,,,1,,,,,,,,,,,12
2009141,2009-12-02(三),,,,,,,,,,,,,13,14,,,,,,,21,,,,,,,,,30,,,33,,,,2,,,,,,8,,,,
2009142,2009-12-05(六),,,,,5,6,,,,,,,13,,,,,,,,,,,24,,,,,,,31,,,,,,,3,,,,,,,,11,
2009143,2009-12-07(一),1,,,,,,,,9,10,11,,,,,,,,,,,22,,,,,,,,,,,,,,1,,,,,,,,,,,12
2009144,2009-12-09(三),,,,,,,,,,,,,,,,,,18,,,,,,,,26,,,,,,32,33,34,,,,,4,,6,,,,,,
2009145,2009-12-12(六),,,,,5,,,,,,11,,,14,,,,,,,,22,,,,,,,,,,,,,35,,,3,,,,,,,10,,
2009146,2009-12-14(一),,,,,,,,,,,11,,,,,,17,,,,,,23,24,25,,,,,,,,,,,,,3,,,6,,,,,,
2009147,2009-12-16(三),,,,,,6,,,,,,12,,,,,,18,,,,22,,,,,,,29,,,,,,,,,,,5,,,8,,,,
2009148,2009-12-19(六),,2,,4,,,,,,,,,13,14,,,,,,,,,,,,,,,,,,,33,,,1,,,,,,,,9,,,
2009149,2009-12-21(一),1,,3,,,,,,,10,,12,,,,,,,,20,,,,,,,,,,,,,,,,,2,,,,,7,,,,,
2009150,2009-12-23(三),,,,4,,,,,,,11,,,,,,,18,,,,,,,25,,,,,,,,,34,,,,,,5,,7,,,,,
2009151,2009-12-26(六),,,3,,,,,8,,,,,,14,,,,,,,,,,,,,,,,30,31,,,,,,,,4,,,,,9,,,
2009152,2009-12-28(一),1,,,,,,,,,,,,,,,,,,,,,,23,,,,,,29,30,,32,,,,,,,,,,7,,,,,12
2009153,2009-12-30(三),,,,,,,,,,,,,,,,,,,,,21,22,,,,,,,,30,,32,,34,,,,3,,,,7,,,,,
2010001,2010-01-02(六),,2,,,,6,7,,,,,12,,,,,,,,,,,,,,,27,,,,,,,,,,2,,,,,,8,,,,
2010002,2010-01-04(一),,,,4,,,,,,,,,,,,,,,,,,,23,,25,26,,,,30,,,,,,,,,,,,7,,,10,,
2010003,2010-01-06(三),,,,,5,,,,,,,,,14,,,,,,,,,23,,,,27,,,30,,,,,,,2,,,,,,8,,,,
2010004,2010-01-09(六),,,3,,,6,,,,,,,,,,,,,,,21,,,24,,,,,,,,,,34,,,,,4,,6,,,,,,
2010005,2010-01-11(一),,,,4,,,,,,,,,,,,,17,,19,,,22,,,,,,,,30,,,,,,,2,3,,,,,,,,,
2010006,2010-01-13(三),,,3,,,,,,,,,,13,,,,,,19,,,,,,,,,,,30,,,,34,,,2,,,5,,,,,,,
2010007,2010-01-16(六),,,,,,,7,,,,,,,,,,,,,,,,23,,,26,,,29,,,32,,,,,,,,,,,8,,,11,
2010008,2010-01-18(一),,,,,,,,,,,11,,,,,,,,,,,,23,,25,,,,,,31,32,,,,,,,,5,,,,,,11,
2010009,2010-01-20(三),,2,,,5,,,,,,,,13,,,,,,,,,,,,,,27,,,,,32,,,,,,3,,,,,,,,11,
2010010,2010-01-23(六),,,,,,,,,,,,,,,15,,,,,,,22,,24,,,,,,,,32,,,35,,2,,,,,,,9,,,
2010011,2010-01-25(一),,2,3,,,,,,,,11,,,,,,,,,,,,,,,,27,,,,,32,,,,,,,,,,,8,,,11,
